src,dest,rssi,etx,delay,busy_fraction,label
87889,76975,-58.25,1.722,20.63,0.1663,1
87580,5060,-67.46,1.734,9.19,0.3608,1
34583,11402,-76.89,8.683,39.63,0.8229,0
22566,79796,-74.98,7.492,79.72,0.7329,0
63722,29668,-82.33,5.04,57.19,0.8373,0
75175,81606,-66.32,11.689,38.43,0.7665,0
60166,74859,-55.66,1.574,5.37,0.1471,1
61986,75180,-53.77,2.014,2.73,0.3979,1
86508,73717,-94.93,9.534,72.26,0.8698,0
48678,6205,-77.07,1.871,15.83,0.2792,1
42300,50142,-65.44,5.357,12.02,0.7677,0
22244,67836,-63.18,2.822,23.95,0.6322,0
78192,21640,-57.88,2.13,16.33,0.2438,1
12425,72569,-65.54,7.468,44.74,0.7734,0
12082,60074,-59.45,1.086,24.45,0.2286,1
37968,79657,-59.41,8.777,42.1,0.4232,0
1918,3128,-57.86,1.091,28.29,0.3519,1
9662,45582,-64.95,1.721,5.3,0.3291,1
33598,69609,-49.83,1.759,23.36,0.3412,1
88795,24571,-64.41,4.334,61.1,0.6555,0
2036,43603,-44.45,1.41,12.03,0.5499,1
22557,56601,-75.99,5.443,34.06,0.6703,0
41288,67655,-44.74,1.895,6.85,0.521,1
2758,96188,-52.78,1.442,9.05,0.3224,1
69193,5912,-43.15,3.257,14.87,0.4531,1
70494,21668,-58.3,1.079,9.44,0.0534,1
56714,53763,-37.32,1.091,5.72,0.1583,1
65829,36914,-80.45,6.388,43.94,0.8332,0
82060,75044,-64.1,1.711,10.14,0.6558,1
58571,13760,-51.18,1.111,14.92,0.3012,1
52441,13477,-64.83,2.835,23.02,0.1675,1
68091,66532,-61.12,1.174,15.94,0.3924,1
19394,35694,-54.54,1.376,20.01,0.4759,1
93019,76977,-48.54,1.008,5.95,0.0546,1
60877,82791,-55.49,1.416,7.09,0.3562,1
35538,73069,-49.26,1.254,26.2,0.1169,1
98467,23330,-38.34,1.624,10.48,0.5004,1
43963,51687,-77.86,5.354,65.44,0.5636,0
58719,60170,-91.04,6.161,92.13,0.919,0
21664,70447,-77.22,3.632,11.89,0.5487,0
15199,64580,-54.22,1.066,21.54,0.5479,1
3532,57830,-79.2,8.805,79.73,0.8169,0
74692,61085,-88.45,8.738,27.67,0.4841,0
3407,15619,-68.14,7.774,16.86,0.7273,0
94224,19489,-51.99,1.141,28.97,0.1997,1
29680,5920,-79.5,6.386,14.99,0.8008,0
68337,43895,-68.2,3.073,99.14,0.6148,0
48786,2172,-84.55,5.87,16.4,0.7487,0
66608,22140,-48.48,1.315,10.35,0.363,1
98101,31273,-71.95,4.726,51.14,0.6034,0
336,14324,-75.53,5.862,54.26,0.8411,0
92348,36656,-69.81,2.924,53.06,0.5638,0
72238,90147,-50.2,1.331,5.97,0.2196,1
56781,93979,-73.45,6.638,44.03,0.7713,0
76711,85004,-89.45,8.269,16.22,0.8073,0
31961,49452,-80.52,3.966,45.36,0.7174,0
55819,19246,-86.04,5.331,117.93,0.8464,0
12319,3146,-56.33,1.104,7.8,0.1744,1
53805,72708,-64.17,4.153,40.77,0.9634,0
12019,71974,-61.61,3.5,38.48,0.8528,0
65990,63353,-71.75,6.761,76.42,0.4631,0
55894,7330,-49.37,1.129,2.67,0.0471,1
30665,2627,-64.07,1.072,25.69,0.4335,1
44136,57305,-59.63,4.027,51.11,0.4344,0
96939,50843,-63.03,1.007,12.38,0.39,1
19782,44622,-74.36,7.587,15.36,0.4163,0
37438,41035,-49.63,2.723,23.56,0.048,1
22243,25941,-66.1,3.489,58.74,0.8424,0
30840,38033,-53.38,1.072,12.21,0.138,1
53856,77441,-80.77,6.515,37.52,0.644,0
34972,3401,-54.97,1.209,15.2,0.2868,1
30004,90440,-48.65,3.42,7.44,0.4586,1
77104,79150,-47.81,1.075,2.92,0.2198,1
18486,71527,-58.02,5.721,150.0,0.7176,0
69583,10222,-46.42,1.092,15.27,0.3549,1
42664,5388,-56.59,1.539,21.88,0.1721,1
77466,44580,-69.02,8.002,58.24,0.8312,0
91627,69090,-62.2,1.811,3.89,0.2332,1
27513,65935,-74.7,1.392,6.33,0.5421,1
23003,10618,-88.66,11.108,21.02,0.6988,0
1040,98069,-49.69,1.122,10.33,0.376,1
36937,36077,-62.9,2.212,23.29,0.3225,1
61436,89710,-46.63,2.844,12.23,0.244,1
51281,23546,-52.7,2.231,12.41,0.1241,1
99602,59970,-68.33,6.908,108.76,0.8892,0
42010,98877,-51.79,1.972,14.04,0.202,1
13654,72802,-53.3,2.111,6.09,0.246,1
65609,93251,-46.55,1.099,6.91,0.1806,1
84925,49468,-66.51,2.508,3.11,0.2432,1
42285,36462,-55.57,1.816,19.95,0.1379,1
64815,67250,-62.56,2.465,19.25,0.4328,0
88982,3876,-61.08,2.346,13.77,0.594,1
3433,20484,-76.03,12.433,61.24,0.8096,0
37400,69034,-70.4,1.637,38.41,0.5157,1
67047,10762,-87.29,8.592,53.37,0.8571,0
53466,16485,-86.79,6.721,74.08,0.8954,0
94792,988,-51.83,1.84,14.21,0.1666,1
28112,47957,-58.88,1.257,8.35,0.6309,1
22653,91692,-70.48,1.51,19.62,0.1319,1
52039,80720,-85.49,4.654,28.9,0.7445,0
49717,31787,-64.18,5.655,26.93,0.7601,0
66272,82480,-40.71,1.655,40.28,0.5077,1
39176,8160,-60.84,3.192,10.1,0.0693,1
18258,12404,-71.21,7.867,56.54,0.5535,0
82869,47166,-66.75,1.025,16.97,0.0611,1
35207,66134,-52.19,13.574,16.33,0.944,0
97210,34172,-51.05,1.874,7.52,0.0534,1
27571,9297,-71.28,8.359,64.72,0.517,0
2218,52925,-81.34,2.653,15.12,0.8271,0
24894,22237,-78.23,5.114,41.61,0.6255,0
43001,15198,-91.1,9.958,123.55,0.6731,0
79256,13086,-59.04,2.599,17.2,0.2022,1
57177,29738,-54.61,1.628,11.63,0.1076,1
75781,22619,-74.65,2.409,61.5,0.9889,0
90860,48419,-53.98,1.13,44.48,0.0506,1
90665,71103,-79.67,11.987,30.76,0.7432,0
21993,15334,-57.17,2.26,36.36,0.5696,0
33952,32758,-62.4,4.245,114.47,0.6613,0
65624,88044,-44.6,1.478,10.55,0.1056,1
22733,92166,-64.63,5.528,52.41,0.7171,0
34688,68501,-59.67,1.677,18.72,0.3481,1
32467,35510,-95.0,11.88,46.55,0.5461,0
94748,23343,-48.01,1.945,2.91,0.335,1
68906,38393,-68.62,2.907,18.06,0.1833,1
74895,16106,-64.91,2.135,8.98,0.4132,1
14854,97589,-47.05,2.961,17.32,0.1987,1
15481,96732,-54.35,2.461,6.21,0.1714,1
92404,84907,-94.99,6.803,46.48,0.7996,0
51654,33857,-50.32,1.075,6.76,0.2779,1
89395,17741,-80.98,3.628,15.78,0.6406,0
38908,47084,-82.06,6.339,55.28,0.8424,0
36330,64876,-57.95,1.564,8.11,0.3793,1
79526,12801,-60.82,5.989,66.78,0.7105,0
73463,44365,-71.73,7.436,18.29,0.6991,0
54102,69576,-36.16,1.975,6.34,0.47,1
47848,48986,-72.67,6.444,52.86,0.7824,0
79993,36347,-62.03,2.987,27.46,0.1455,1
2540,64465,-52.13,1.731,19.24,0.11,1
52306,74090,-55.33,1.932,11.45,0.4607,1
1479,74959,-93.09,2.631,28.82,0.574,0
51928,14921,-54.71,1.123,9.48,0.1656,1
48774,75536,-75.83,4.176,50.26,0.4431,0
92171,98937,-68.86,2.012,13.12,0.3934,1
47387,50943,-90.55,3.792,78.79,0.5196,0
69892,4033,-67.98,2.166,19.58,0.2237,1
53607,42701,-65.36,1.151,9.53,0.0913,1
36825,48657,-58.05,1.261,28.95,0.4595,1
50751,66190,-94.42,5.434,30.92,0.9658,0
99585,40984,-46.06,2.636,7.68,0.2993,1
8130,47232,-49.25,2.423,5.99,0.5001,1
3750,69234,-66.74,1.682,7.74,0.2491,1
85313,10860,-61.19,1.025,3.99,0.2527,1
62650,45155,-61.37,1.039,15.03,0.1574,1
54981,30029,-94.99,10.922,150.0,0.9439,0
63158,27614,-56.3,2.556,10.51,0.4121,1
66275,12038,-52.24,1.643,13.59,0.6493,1
78999,42997,-56.79,1.289,23.52,0.4792,1
40016,83871,-87.24,7.402,106.19,0.6905,0
43904,90547,-85.66,8.755,150.0,0.7695,0
66211,87313,-57.26,1.65,7.14,0.2252,1
4922,82216,-83.48,3.716,58.18,0.727,0
87751,61355,-94.96,11.067,19.21,0.7735,0
16446,44527,-47.45,1.262,22.44,0.4508,1
30570,72447,-53.28,1.373,8.5,0.3359,1
92085,71035,-39.8,1.731,5.58,0.1726,1
96995,76171,-51.79,2.613,4.14,0.0471,1
1081,64406,-60.58,2.274,19.04,0.1086,1
29383,49476,-79.95,6.014,77.66,0.8144,0
52547,22692,-50.45,1.334,10.4,0.5742,1
85125,88240,-72.56,7.343,49.33,0.6492,0
72582,24232,-61.25,1.025,23.32,0.227,1
66857,53347,-61.88,1.633,30.07,0.7921,0
22584,53958,-74.13,11.871,22.44,0.7632,0
13221,75587,-58.92,1.532,5.71,0.3335,1
78443,38339,-85.4,8.549,91.18,0.8072,0
8368,46254,-73.66,7.1,88.37,0.8943,0
81172,95578,-50.28,2.896,12.87,0.1267,1
18217,58491,-88.62,4.826,122.61,0.7139,0
28387,56419,-56.23,2.58,2.8,0.0546,1
33982,97896,-63.21,1.168,14.02,0.207,1
83650,2752,-56.09,2.066,6.58,0.2719,1
51070,56153,-77.5,5.509,44.64,0.473,0
12771,89071,-49.74,1.495,16.98,0.3535,1
25871,2726,-61.94,2.86,4.63,0.6732,1
41798,13951,-54.62,2.043,9.19,0.1212,1
60011,21676,-43.29,1.56,6.62,0.3675,1
98980,63988,-56.19,1.068,43.22,0.0515,1
69006,45110,-48.83,1.763,12.94,0.2134,1
72613,84872,-93.63,4.796,126.55,0.3842,0
27262,97282,-72.09,7.473,79.41,0.6881,0
87088,4314,-65.21,3.431,45.05,0.6719,0
12357,1560,-78.84,13.902,55.97,0.8914,0
31937,92456,-69.48,7.97,67.47,0.8927,0
47786,20462,-64.41,5.765,41.33,0.7478,0
75875,10758,-63.61,5.727,55.48,0.9138,0
22741,3220,-53.76,2.417,8.01,0.1989,1
52088,44162,-69.29,3.681,150.0,0.8387,0
86894,83893,-60.15,2.779,4.01,0.3999,1
52457,29320,-46.43,2.761,11.27,0.2407,1
53817,15581,-44.28,3.468,3.06,0.3357,1
4157,80467,-58.35,2.468,11.44,0.4535,1
20119,99147,-66.99,6.683,49.41,0.655,0
88179,25321,-49.75,3.019,7.98,0.0516,1
7555,40875,-72.0,6.716,150.0,0.7391,0
68946,14949,-58.85,3.463,24.33,0.8936,0
30611,12409,-52.6,2.954,7.34,0.132,1
95306,68901,-63.17,1.158,5.26,0.187,1
77878,40084,-51.72,1.629,12.92,0.2266,1
78925,69785,-56.61,1.685,25.58,0.0898,1
77945,47757,-45.67,1.584,15.03,0.4442,1
59555,50067,-54.35,1.264,9.76,0.2829,1
95242,96238,-59.29,1.201,9.11,0.3329,1
50150,6450,-62.33,1.582,6.22,0.2879,1
49687,25739,-54.6,1.666,13.88,0.3752,1
92864,58070,-62.67,5.077,29.48,0.6326,0
95078,11716,-60.73,2.193,17.68,0.4227,1
88994,54423,-60.06,2.322,6.94,0.3426,1
65201,71591,-60.4,4.239,4.91,0.1441,1
59462,96382,-78.8,2.193,21.22,0.4848,1
24840,63376,-54.65,1.611,21.93,0.1849,1
59842,23886,-67.13,7.003,39.77,0.9271,0
78359,65792,-58.41,1.314,6.32,0.3556,1
68695,40282,-60.56,1.435,10.21,0.3535,1
17067,82872,-51.35,1.837,9.87,0.3231,1
45579,33593,-67.37,1.95,12.63,0.2498,1
83476,53888,-70.04,1.771,11.77,0.3296,1
95329,44490,-53.42,1.018,9.87,0.1583,1
10091,21331,-56.15,1.017,7.96,0.2591,1
29678,43629,-51.62,1.168,13.49,0.1205,1
21137,6791,-70.79,7.081,150.0,0.8018,0
72910,80262,-54.34,1.367,8.38,0.2418,1
83349,3738,-65.71,1.238,11.74,0.0804,1
96457,31421,-59.94,1.013,10.59,0.3161,1
90395,75424,-85.91,6.854,17.19,0.533,0
39007,16663,-58.31,5.765,17.48,0.9352,0
12771,14025,-64.53,5.013,52.63,0.6842,0
80630,93526,-70.03,6.977,150.0,0.7509,0
3705,32540,-50.13,1.74,7.56,0.2847,1
50627,70615,-71.23,3.979,35.17,0.5188,0
46181,5685,-83.22,9.559,81.66,0.4651,0
51528,41322,-78.69,10.096,73.27,0.9764,0
47998,18818,-52.88,1.307,8.1,0.3497,1
18194,72025,-55.73,1.756,5.93,0.5376,1
51498,76165,-52.04,3.6,24.66,0.1732,1
66292,57577,-74.48,9.548,140.92,0.551,0
3709,82244,-56.74,1.271,6.14,0.3414,1
10850,33247,-68.38,8.959,87.33,0.7681,0
33584,10914,-76.42,11.16,59.62,0.6536,0
70094,38104,-52.55,1.13,10.08,0.4478,1
23907,43770,-72.67,2.789,23.96,0.8302,0
1845,68966,-85.21,9.613,37.69,0.4296,0
30616,90297,-73.9,2.178,15.24,0.6241,0
68901,9211,-78.4,4.601,15.67,0.9094,0
41793,99459,-56.79,1.455,15.04,0.0858,1
60315,53226,-78.8,1.685,31.84,0.3964,0
35818,10870,-39.42,2.048,6.48,0.4484,1
26404,70133,-80.33,8.593,60.62,0.592,0
66547,23098,-52.09,1.457,28.42,0.4348,1
76034,37973,-59.68,2.817,34.94,0.646,0
89287,8462,-77.53,6.2,19.91,0.4886,0
45067,78649,-60.42,5.453,28.0,0.6476,0
49989,4359,-68.43,11.809,38.33,0.6331,0
52295,46763,-48.9,4.446,6.27,0.1234,1
26031,64217,-54.43,1.263,10.56,0.1859,1
91261,98809,-51.44,1.274,6.31,0.567,1
15060,71286,-36.25,1.167,4.45,0.1024,1
88467,54056,-65.31,4.316,33.32,0.7722,0
50879,20441,-74.18,2.281,117.42,0.705,0
75618,97884,-52.18,1.48,6.01,0.1968,1
80244,53948,-83.54,2.545,35.2,0.5966,0
24247,92054,-50.18,1.051,4.66,0.1921,1
42322,47110,-77.31,10.851,25.62,0.8811,0
48114,87641,-46.52,1.301,10.55,0.0477,1
94909,92165,-55.91,1.334,10.06,0.5925,1
39115,44650,-68.44,7.169,77.82,0.7332,0
41674,8958,-68.44,6.114,91.63,0.8469,0
96905,16626,-56.21,1.042,11.53,0.0988,1
91298,27315,-60.47,2.413,16.44,0.1546,1
96072,70366,-82.23,8.156,38.07,0.9051,0
27514,14453,-82.35,6.802,61.05,0.5778,0
5500,92124,-55.04,1.49,7.76,0.3968,1
2850,27687,-48.98,1.389,9.76,0.19,1
92556,28158,-66.89,5.181,40.59,0.7961,0
11907,59496,-72.43,1.743,20.21,0.4365,1
55199,32572,-77.67,6.453,35.37,0.6501,0
46809,26455,-53.05,1.52,2.65,0.4684,1
51130,32959,-54.84,1.13,9.45,0.333,1
52054,66361,-76.96,8.295,14.04,0.557,0
13407,82916,-66.17,1.276,12.54,0.2026,1
14383,96328,-89.98,7.679,26.38,0.8835,0
15321,4979,-55.66,1.026,6.73,0.1918,1
13300,93078,-48.1,1.261,12.25,0.2421,1
17513,3586,-75.54,9.564,2.66,0.344,1
11350,83066,-78.76,8.299,150.0,0.6192,0
16077,13483,-60.05,2.217,3.79,0.1526,1
68212,25299,-79.13,7.13,105.42,0.7068,0
34350,72436,-49.23,1.259,9.53,0.3548,1
68074,13643,-54.26,6.801,121.86,0.7181,0
18790,92522,-59.08,1.238,15.47,0.2273,1
15525,59269,-64.54,2.945,5.98,0.1466,1
27348,54223,-46.17,1.47,3.36,0.3539,1
26088,83120,-57.88,1.342,48.94,0.157,1
54122,19397,-65.43,4.517,108.17,0.8185,0
44494,71579,-66.5,4.437,20.05,0.8289,0
26599,69056,-50.05,1.565,15.1,0.0948,1
59168,61228,-72.98,6.276,33.93,0.7168,0
32871,20731,-65.28,3.001,9.53,0.0457,1
59639,45273,-84.79,8.852,43.09,0.4565,0
78130,64049,-64.51,5.073,111.42,0.6411,0
19092,1814,-60.95,1.934,5.52,0.2999,1
17225,70710,-60.85,4.822,20.89,0.3303,0
31892,38288,-69.0,1.286,27.9,0.2849,1
95366,893,-40.2,1.392,20.14,0.4093,1
56436,30841,-56.69,1.518,9.25,0.2435,1
10639,96175,-57.64,1.183,13.61,0.0481,1
4268,54912,-51.03,1.037,10.25,0.211,1
55367,54616,-52.22,2.194,3.96,0.0775,1
98119,72596,-79.55,4.867,48.99,0.6072,0
85143,13013,-54.24,2.081,24.79,0.1665,1
10564,26515,-75.67,10.299,59.88,0.6903,0
61671,34488,-66.37,6.924,94.61,0.606,0
56951,57970,-86.19,3.31,150.0,0.6039,0
95084,44919,-86.98,6.868,28.47,0.705,0
75055,48223,-88.4,7.372,66.26,0.7424,0
10723,58529,-42.44,1.426,11.56,0.192,1
90889,43840,-57.1,1.196,5.26,0.2523,1
78343,97567,-76.28,3.792,28.19,0.8951,0
84726,22995,-50.43,1.248,8.19,0.2327,1
4090,68535,-39.86,1.236,4.85,0.1646,1
92409,48445,-84.6,4.952,59.86,0.5504,0
86926,50693,-71.87,6.878,14.53,0.7079,0
2072,60486,-58.44,1.918,2.95,0.1008,1
59864,26622,-55.06,1.058,14.88,0.5377,1
87153,17282,-58.6,1.411,10.76,0.2056,1
86441,76831,-65.23,5.09,16.32,0.7963,0
62950,68563,-54.97,2.667,5.88,0.2491,1
14659,46506,-72.1,3.681,95.53,0.8261,0
34815,32189,-69.52,3.512,9.83,0.5731,0
29021,66743,-78.34,5.896,21.64,0.8769,0
38412,73291,-59.84,1.525,9.05,0.5312,1
36318,29232,-58.87,1.851,3.86,0.5448,1
67426,32776,-57.97,2.213,9.72,0.2886,1
12803,34936,-73.49,4.908,110.72,0.8391,0
70228,29304,-48.63,1.27,20.43,0.4104,1
47438,33890,-82.44,15.0,148.88,0.6792,0
45628,67421,-71.73,1.492,4.9,0.1454,1
80418,70962,-58.1,2.246,9.75,0.471,1
37713,76417,-94.96,7.491,150.0,0.6744,0
60918,5020,-95.0,11.834,111.26,0.5436,0
15461,87475,-94.23,10.047,20.27,0.8485,0
51168,22693,-58.81,4.44,6.24,0.2061,1
46789,71371,-54.29,1.195,14.48,0.6066,1
54030,19706,-60.88,5.374,13.84,0.7849,0
35802,45313,-65.52,3.285,17.0,0.7669,0
37901,96141,-52.42,1.139,9.67,0.1621,1
62639,9842,-74.41,6.785,58.52,0.7872,0
96597,24377,-51.3,1.28,7.79,0.0499,1
56468,18943,-87.23,3.583,35.76,0.6791,0
38168,59567,-55.67,1.13,26.26,0.1563,1
90262,43295,-56.47,1.381,7.64,0.4549,1
75648,72334,-63.48,3.534,26.5,0.9336,0
77990,92685,-78.88,7.491,71.16,0.3801,0
26867,53385,-95.0,5.723,81.9,0.8013,0
37561,23215,-65.4,2.316,39.62,0.3391,1
77589,56503,-59.2,1.984,9.2,0.2169,1
97756,38505,-63.26,3.169,57.85,0.592,0
72779,56787,-57.92,1.487,11.91,0.4167,1
46189,64241,-69.17,3.365,11.95,0.1334,1
40271,83235,-79.76,2.739,10.52,0.5369,0
9058,4115,-48.57,1.312,20.99,0.3541,1
91239,92700,-68.75,9.954,81.78,0.9322,0
42414,91140,-81.9,4.776,53.8,0.9142,0
54262,81350,-54.17,1.463,6.93,0.297,1
23553,85361,-48.49,1.332,4.09,0.6326,1
33752,60928,-58.26,6.822,12.93,0.7133,0
66002,6618,-60.39,1.356,7.83,0.331,1
93604,36362,-52.81,1.016,28.93,0.3702,1
62347,71776,-92.03,4.79,51.05,0.9415,0
38841,55009,-58.53,1.212,4.41,0.695,1
37093,48346,-52.48,1.205,7.11,0.324,1
59224,37650,-47.77,1.398,13.22,0.1662,1
89223,20045,-83.82,3.609,45.89,0.7686,0
34316,30449,-79.45,15.0,150.0,0.4593,0
98805,87559,-86.78,3.09,78.62,0.9053,0
47264,91606,-74.8,5.231,79.22,0.7779,0
71843,92416,-54.12,3.708,15.2,0.2945,1
52672,4721,-51.46,2.641,12.03,0.3443,1
47738,31280,-76.57,7.681,24.4,0.8787,0
42903,78611,-66.03,3.002,21.76,0.1715,1
37667,51878,-58.32,1.956,11.67,0.373,1
48121,34078,-72.09,3.033,13.85,0.3534,1
62943,11197,-58.6,1.952,12.76,0.1993,1
63565,14915,-64.79,2.382,16.65,0.5201,1
3878,86572,-78.95,5.905,86.82,0.6047,0
46036,11002,-79.25,5.291,20.76,0.8372,0
78369,331,-87.65,6.396,79.03,0.5454,0
60199,37511,-55.49,3.45,10.97,0.2786,1
48428,62092,-55.6,4.476,6.09,0.1894,1
67021,61231,-56.39,1.61,12.18,0.2724,1
7049,69163,-49.43,2.771,12.77,0.2982,1
82581,92199,-74.14,11.327,88.27,0.8066,0
92128,88468,-44.53,1.016,3.48,0.1783,1
42281,31857,-81.59,2.491,16.65,0.8687,0
35114,95701,-68.12,7.314,35.28,0.6798,0
46949,18505,-58.91,1.121,22.73,0.2045,1
60234,49551,-91.49,6.709,45.47,0.7595,0
6764,93271,-69.46,3.606,37.18,0.5643,0
63327,3082,-84.04,7.75,150.0,0.6472,0
78125,69157,-72.93,12.566,150.0,0.8654,0
62220,18092,-74.71,7.41,29.02,0.4165,0
83983,61100,-95.0,8.222,34.63,0.8323,0
49354,23768,-58.25,3.13,52.46,0.8356,0
52073,78409,-63.56,6.026,12.27,0.7926,0
42297,85099,-60.13,7.648,150.0,0.7352,0
94457,56242,-78.25,5.752,20.9,0.6856,0
10843,23650,-86.2,14.01,39.07,0.8808,0
60517,18693,-57.11,1.543,16.97,0.219,1
75624,65178,-59.95,4.007,64.43,0.5552,0
33790,30748,-79.31,7.905,16.21,0.3032,0
39188,49064,-73.43,4.51,150.0,0.8905,0
61393,4395,-57.52,1.724,10.06,0.2039,1
17598,52790,-90.72,4.941,53.12,0.8963,0
96925,90157,-55.11,3.091,59.0,0.4391,1
42932,98740,-52.21,4.222,26.41,0.7998,0
73586,54034,-46.5,1.686,15.91,0.6184,1
20587,20615,-48.91,1.584,7.35,0.2525,1
95014,15907,-66.93,1.332,20.9,0.099,1
81932,66032,-50.45,1.164,18.57,0.231,1
29254,81389,-53.88,3.039,14.47,0.1051,1
92651,32926,-82.39,7.804,16.77,0.4129,0
51448,40900,-52.6,1.112,5.8,0.1444,1
41917,4597,-60.82,2.597,69.57,0.6965,0
50526,40528,-83.74,2.396,103.55,0.8644,0
87791,96025,-66.03,2.491,2.5,0.2855,1
95885,95571,-50.97,2.805,7.81,0.2799,1
3638,37621,-43.54,1.703,5.72,0.3652,1
84087,33743,-66.08,5.418,35.21,0.4334,0
382,51487,-52.88,1.333,14.24,0.2497,1
62344,97935,-67.88,4.581,46.35,0.71,0
3604,70379,-78.56,3.83,76.51,0.741,0
78873,81713,-68.52,7.006,67.99,0.8362,0
35769,52083,-69.52,6.359,44.38,0.714,0
41918,24003,-74.55,5.291,17.68,0.8842,0
55054,21315,-56.27,1.263,11.57,0.2123,1
13962,5613,-84.43,9.25,150.0,0.6585,0
42906,30607,-56.94,1.098,6.42,0.3057,1
53681,51195,-68.64,5.718,32.71,0.6841,0
6338,43352,-55.82,2.143,6.89,0.2474,1
98333,2933,-41.96,1.546,10.26,0.14,1
23193,32713,-45.16,4.61,19.53,0.896,0
80692,25595,-58.06,4.487,14.44,0.8901,0
43820,41991,-49.76,2.795,19.47,0.4979,0
73336,82247,-75.54,4.246,13.54,0.5714,0
69810,51708,-48.18,1.012,10.21,0.2887,1
69571,8775,-72.99,4.996,56.34,0.8697,0
646,32450,-68.37,3.746,12.93,0.3059,1
90961,47053,-35.68,3.765,7.14,0.4945,1
19350,24719,-40.0,1.093,21.35,0.0749,1
94472,81303,-57.89,2.101,13.52,0.2771,1
71958,35940,-73.22,5.272,52.01,0.5005,0
94007,48635,-49.26,2.066,11.14,0.3323,1
28000,56153,-75.38,6.238,16.53,0.7646,0
47314,24518,-50.93,1.023,6.87,0.3814,1
5751,80156,-76.36,1.893,17.94,0.7884,0
58334,1155,-49.82,1.148,18.37,0.5374,1
47082,96546,-46.79,1.342,13.06,0.3318,1
9077,13676,-67.43,1.207,8.83,0.107,1
88625,54506,-76.92,6.089,33.3,0.737,0
65620,97891,-69.73,4.73,87.77,0.6294,0
44789,57223,-69.2,7.566,25.12,0.7908,0
31627,38743,-58.37,1.007,15.24,0.4257,1
86566,99474,-39.56,3.963,8.63,0.4616,1
89351,67049,-80.66,6.644,28.46,0.6327,0
83939,19123,-81.02,7.195,139.84,0.7689,0
77271,21020,-40.8,1.618,6.75,0.2064,1
88936,80356,-33.47,1.522,9.63,0.2963,1
65260,55747,-55.57,1.677,6.89,0.3592,1
52,75156,-78.03,5.88,38.34,0.7122,0
75082,49032,-91.25,8.317,150.0,0.8448,0
13125,84871,-53.89,2.005,22.87,0.0569,1
33679,88908,-35.91,6.086,2.96,0.1633,1
37593,70169,-71.15,1.368,18.29,0.1225,1
92804,19695,-41.7,1.158,5.89,0.2922,1
53243,16293,-62.6,1.063,43.6,0.1331,1
47704,38895,-59.17,1.666,3.62,0.0821,1
84024,83591,-62.21,1.307,10.04,0.3349,1
35341,93022,-52.31,1.608,10.14,0.3626,1
95867,60700,-56.74,1.475,6.83,0.24,1
11016,85733,-84.98,6.385,63.82,0.6298,0
59026,47964,-54.09,3.825,32.09,0.7401,0
60140,6859,-75.42,11.882,31.79,0.8279,0
61004,67940,-51.18,1.132,8.24,0.1625,1
5619,66135,-65.4,4.863,23.7,0.6567,0
38721,44517,-58.22,2.013,31.86,0.0546,1
81417,34977,-80.56,4.411,93.57,0.8136,0
32806,1623,-62.72,1.752,9.31,0.6186,1
46181,53617,-51.1,1.914,7.91,0.5856,1
78665,88844,-86.61,4.023,53.83,0.4822,0
18983,20781,-57.12,1.148,16.86,0.3273,1
53618,21150,-49.44,1.364,8.52,0.4392,1
68013,13663,-53.01,4.901,111.31,0.8549,0
2812,61249,-69.15,5.51,150.0,0.6017,0
73573,23450,-74.49,3.341,139.95,0.7575,0
82831,58606,-64.21,2.256,40.15,0.7622,0
67456,54567,-73.37,8.624,68.86,0.7727,0
25978,724,-59.62,2.038,9.32,0.1759,1
65000,35289,-70.31,9.498,150.0,0.864,0
79878,59784,-92.86,5.24,13.18,0.5471,0
11191,39245,-57.46,1.135,14.0,0.1518,1
26689,76042,-70.2,1.895,15.45,0.3903,1
96017,11744,-87.21,6.237,150.0,0.9384,0
68480,18437,-47.38,2.105,14.44,0.1905,1
49190,14798,-74.81,4.222,129.16,0.8097,0
83504,5962,-56.03,2.508,12.24,0.276,1
85607,72463,-66.31,1.885,6.27,0.354,1
95597,20030,-76.75,2.224,82.62,0.5845,0
41518,71859,-60.01,1.867,6.14,0.1967,1
60745,83845,-50.36,1.149,12.24,0.1833,1
98674,7588,-68.91,2.76,78.28,0.6508,0
2214,97215,-53.7,1.417,11.65,0.3036,1
56560,61401,-54.09,1.023,2.44,0.2757,1
84326,32761,-56.84,1.905,4.02,0.3819,1
81560,56021,-74.92,3.232,26.05,0.5821,0
27129,25381,-62.64,2.03,8.54,0.2037,1
86357,13558,-88.04,6.2,49.51,0.6451,0
16943,99635,-65.9,6.383,61.63,0.9124,0
15670,15426,-81.54,5.503,178.02,0.3524,0
45340,19693,-86.82,5.505,40.84,0.9281,0
84491,63680,-86.17,9.445,45.92,0.5642,0
28122,9909,-76.53,5.445,150.0,0.9549,0
1470,19889,-73.33,4.734,15.6,0.7282,0
6385,63614,-49.61,2.557,24.65,0.2515,1
35973,58120,-60.14,1.034,22.08,0.1334,1
55325,28677,-48.77,2.527,110.26,0.8743,0
7914,67582,-53.93,1.761,19.76,0.3734,1
26552,62622,-64.76,3.725,33.59,0.5397,0
79572,56285,-86.0,3.039,112.53,0.724,0
520,50524,-54.19,2.249,5.93,0.3922,1
24151,88447,-81.09,6.794,16.47,0.7893,0
34183,76,-60.42,1.035,5.2,0.3304,1
